job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
ML Ops Engineer,232932,EX,CT,United Kingdom,L,United Kingdom,50,"Statistics, Spark, Python, AWS, Azure",Bachelor,19,Education,7.9,DeepTech Ventures
Data Analyst,121725,SE,PT,South Korea,M,South Korea,0,"Linux, TensorFlow, MLOps, Git, NLP",Bachelor,5,Government,7.8,TechCorp Inc
Robotics Engineer,58648,EN,FT,Sweden,S,Sweden,0,"Kubernetes, Mathematics, Spark",PhD,0,Retail,7.3,Smart Analytics
Data Scientist,98262,EN,FL,Japan,L,France,0,"Python, SQL, Hadoop, Statistics",PhD,1,Manufacturing,5.3,Future Systems
AI Software Engineer,108808,SE,FT,Germany,M,Germany,50,"Data Visualization, PyTorch, Scala, AWS",Bachelor,7,Energy,5.9,DeepTech Ventures
Deep Learning Engineer,140288,SE,FT,Sweden,L,Sweden,50,"Python, Mathematics, TensorFlow",Bachelor,8,Government,7.0,Machine Intelligence Group
AI Consultant,149732,EX,PT,Australia,M,Australia,50,"Python, Git, NLP, Scala",PhD,19,Retail,9.2,Cloud AI Solutions
ML Ops Engineer,49654,EN,FT,Ireland,S,Ireland,100,"Scala, Linux, SQL, Statistics",PhD,0,Real Estate,7.4,Predictive Systems
Data Analyst,52604,EN,FL,Sweden,S,Finland,50,"NLP, Scala, Data Visualization, Kubernetes",Bachelor,1,Energy,9.8,DataVision Ltd
AI Product Manager,116844,EX,PT,South Korea,S,Malaysia,50,"Docker, Spark, Python, Java",Master,12,Transportation,9.8,TechCorp Inc
AI Product Manager,106624,SE,FT,Ireland,M,Ireland,100,"Git, Statistics, Azure",Associate,6,Telecommunications,5.2,Cognitive Computing
Autonomous Systems Engineer,151856,SE,FL,Denmark,M,Denmark,0,"PyTorch, Docker, Tableau, Spark, GCP",PhD,6,Real Estate,6.1,Algorithmic Solutions
AI Product Manager,58198,MI,CT,China,L,China,50,"Scala, Hadoop, Computer Vision, Java, Python",PhD,4,Automotive,6.8,Quantum Computing Inc
AI Architect,283431,EX,PT,Germany,L,Germany,100,"Computer Vision, Kubernetes, R",Associate,19,Technology,5.0,Machine Intelligence Group
AI Architect,61666,EN,FT,Israel,S,Israel,0,"Hadoop, R, Mathematics",Associate,1,Energy,8.5,Cloud AI Solutions
AI Consultant,147687,SE,PT,Netherlands,L,Ireland,0,"Hadoop, Spark, PyTorch, Scala",Associate,5,Education,7.1,Future Systems
ML Ops Engineer,135633,SE,CT,Canada,L,Canada,100,"Python, GCP, TensorFlow",PhD,9,Manufacturing,8.0,Future Systems
Data Analyst,116878,SE,FL,South Korea,L,South Korea,100,"Python, TensorFlow, Data Visualization, Computer Vision, Azure",PhD,8,Telecommunications,8.2,DataVision Ltd
AI Specialist,181922,SE,CT,Switzerland,L,Hungary,50,"AWS, Git, Java",PhD,7,Transportation,9.8,Cloud AI Solutions
AI Specialist,78838,MI,FT,Israel,M,Israel,0,"Deep Learning, GCP, Git, Python",Bachelor,2,Energy,8.9,Autonomous Tech
AI Consultant,62324,EN,FL,Canada,S,Canada,100,"Mathematics, SQL, Azure, PyTorch, Scala",PhD,1,Energy,7.5,Autonomous Tech
Autonomous Systems Engineer,127115,SE,FT,Austria,L,Brazil,100,"Spark, MLOps, Python, Tableau",PhD,5,Finance,9.0,Advanced Robotics
Deep Learning Engineer,141697,SE,FL,United Kingdom,M,United Kingdom,0,"Java, AWS, MLOps, Python, Computer Vision",PhD,8,Transportation,6.0,Advanced Robotics
ML Ops Engineer,87833,MI,FT,Ireland,L,Ireland,50,"Git, Azure, MLOps, Python",PhD,3,Technology,8.0,Advanced Robotics
AI Specialist,113501,SE,PT,United States,S,United States,0,"Spark, Docker, Python, Kubernetes",Master,5,Automotive,9.8,Smart Analytics
Autonomous Systems Engineer,219603,EX,PT,United States,M,United States,0,"Python, Mathematics, Data Visualization",PhD,12,Transportation,8.5,DeepTech Ventures
Data Scientist,47064,EN,PT,Ireland,S,Ireland,0,"Python, Linux, Computer Vision, Azure",Master,1,Technology,9.6,TechCorp Inc
Principal Data Scientist,63440,EX,PT,India,M,India,0,"Hadoop, Java, SQL, Computer Vision",PhD,18,Energy,9.3,DataVision Ltd
AI Consultant,237645,EX,FL,Netherlands,M,Netherlands,100,"Python, TensorFlow, Deep Learning, NLP",Associate,19,Technology,5.5,Autonomous Tech
AI Specialist,53965,SE,FL,India,L,India,100,"SQL, Java, PyTorch",Bachelor,5,Consulting,7.6,Neural Networks Co
AI Product Manager,67007,EN,CT,Japan,S,Japan,100,"SQL, TensorFlow, Data Visualization, NLP, Linux",Bachelor,1,Finance,8.2,Advanced Robotics
Data Scientist,156742,SE,FT,Israel,L,Israel,0,"Deep Learning, R, Java",Bachelor,8,Finance,9.1,Smart Analytics
Deep Learning Engineer,66948,EN,FL,Denmark,S,Denmark,100,"Deep Learning, Scala, Data Visualization",Master,0,Healthcare,5.1,Digital Transformation LLC
ML Ops Engineer,128716,SE,FT,Australia,L,Chile,100,"Azure, Scala, SQL, Spark",Associate,6,Technology,7.8,Autonomous Tech
Data Analyst,51859,EN,PT,Ireland,S,Luxembourg,100,"Git, PyTorch, Statistics, Docker, Python",Master,1,Technology,8.8,Quantum Computing Inc
Principal Data Scientist,78666,MI,FT,Sweden,S,Sweden,0,"Git, SQL, Python, R",Master,4,Automotive,8.3,TechCorp Inc
Machine Learning Engineer,89212,EN,CT,Denmark,M,Denmark,0,"TensorFlow, Data Visualization, Linux, PyTorch",Bachelor,1,Healthcare,5.6,AI Innovations
AI Architect,122595,MI,PT,United Kingdom,L,United Kingdom,100,"Python, Kubernetes, Scala, Deep Learning",Master,3,Energy,8.0,Algorithmic Solutions
Autonomous Systems Engineer,97979,SE,PT,South Korea,L,South Korea,50,"SQL, Scala, Hadoop, Statistics",Master,5,Education,5.1,Cloud AI Solutions
Data Engineer,59555,EN,FL,Australia,L,Sweden,0,"SQL, Deep Learning, Linux, Python, PyTorch",Master,0,Healthcare,8.4,Neural Networks Co
AI Architect,29129,MI,FT,India,M,India,0,"Spark, R, Hadoop",Associate,4,Automotive,9.8,Digital Transformation LLC
Machine Learning Engineer,183833,EX,FT,Netherlands,L,Netherlands,50,"Python, Deep Learning, R",Associate,10,Healthcare,9.6,Future Systems
Autonomous Systems Engineer,69795,MI,FL,France,M,France,50,"Java, Mathematics, Kubernetes, TensorFlow",Master,4,Finance,9.8,Algorithmic Solutions
Robotics Engineer,124351,SE,PT,Singapore,S,Singapore,100,"MLOps, SQL, Data Visualization, TensorFlow",Bachelor,6,Healthcare,7.5,Quantum Computing Inc
AI Consultant,59058,EX,CT,India,L,Malaysia,50,"NLP, Kubernetes, PyTorch, Git, Tableau",Bachelor,12,Gaming,9.9,DeepTech Ventures
Research Scientist,81021,MI,FT,Australia,S,Australia,100,"Linux, GCP, Mathematics, NLP",PhD,2,Energy,9.9,Machine Intelligence Group
AI Specialist,171722,EX,PT,Japan,M,Estonia,50,"Kubernetes, Git, Computer Vision, Deep Learning, Spark",Associate,12,Education,9.9,Cloud AI Solutions
Computer Vision Engineer,48283,SE,FL,China,S,Austria,0,"AWS, Deep Learning, Spark, SQL, Scala",Master,7,Technology,5.8,Algorithmic Solutions
Principal Data Scientist,157364,EX,CT,Singapore,M,Singapore,0,"Azure, MLOps, Data Visualization, Hadoop",Bachelor,18,Finance,9.9,Future Systems
Machine Learning Engineer,202067,EX,FT,Singapore,M,Brazil,100,"R, Scala, Python",Associate,18,Technology,7.9,Neural Networks Co
Head of AI,65331,EN,FT,Ireland,S,Ireland,50,"Azure, Kubernetes, AWS, MLOps, TensorFlow",PhD,0,Consulting,5.2,Advanced Robotics
AI Research Scientist,302161,EX,CT,United Kingdom,L,United Kingdom,100,"Mathematics, Java, Data Visualization, R",PhD,18,Energy,9.9,DataVision Ltd
Data Analyst,265023,EX,CT,Denmark,S,Spain,50,"Git, Docker, Statistics",Master,16,Manufacturing,7.7,DataVision Ltd
Data Scientist,121894,SE,CT,United Kingdom,S,United Kingdom,50,"Linux, Python, Kubernetes, TensorFlow, Git",Master,7,Transportation,5.3,Cognitive Computing
AI Product Manager,130494,MI,FT,Japan,L,Japan,0,"Kubernetes, TensorFlow, Python",Bachelor,4,Technology,7.8,Quantum Computing Inc
Head of AI,54011,EN,CT,Austria,M,Austria,0,"Deep Learning, PyTorch, Statistics, Computer Vision, R",Master,1,Consulting,7.9,Algorithmic Solutions
Robotics Engineer,26722,EN,FT,China,S,China,0,"Git, SQL, R, GCP",Bachelor,0,Consulting,6.1,Digital Transformation LLC
Research Scientist,185909,EX,FL,Netherlands,S,Netherlands,100,"PyTorch, TensorFlow, GCP, Statistics, Java",Associate,15,Telecommunications,5.7,Digital Transformation LLC
AI Consultant,169673,EX,FL,Netherlands,S,Hungary,100,"Git, Scala, AWS",PhD,17,Technology,8.9,Algorithmic Solutions
AI Product Manager,189693,EX,FT,Norway,M,Norway,0,"Computer Vision, PyTorch, Spark",Associate,13,Technology,7.2,Autonomous Tech
Deep Learning Engineer,65699,EX,FT,China,S,China,0,"Statistics, SQL, Docker",Associate,17,Telecommunications,6.9,AI Innovations
Machine Learning Engineer,116702,SE,CT,South Korea,M,South Korea,50,"Hadoop, Tableau, AWS, PyTorch",Master,9,Technology,6.0,Predictive Systems
AI Consultant,78776,MI,PT,South Korea,L,Chile,100,"Data Visualization, MLOps, AWS",Associate,3,Technology,7.7,Predictive Systems
AI Consultant,137592,SE,FT,Germany,M,Germany,100,"Kubernetes, AWS, Data Visualization",Associate,7,Automotive,9.8,Predictive Systems
Data Scientist,139600,SE,FL,Norway,M,Japan,0,"GCP, Kubernetes, SQL, Computer Vision",Master,6,Media,5.5,Cognitive Computing
AI Software Engineer,208536,EX,CT,Norway,L,Norway,0,"Computer Vision, MLOps, Git",Bachelor,11,Consulting,9.1,Predictive Systems
Machine Learning Engineer,159640,MI,CT,Switzerland,L,Mexico,50,"Hadoop, Python, Azure, Linux, Java",Associate,3,Government,8.4,Algorithmic Solutions
Autonomous Systems Engineer,125492,EX,FT,Ireland,S,Ireland,100,"Spark, Scala, MLOps, Linux",PhD,14,Retail,8.2,Predictive Systems
Computer Vision Engineer,95141,SE,PT,Canada,S,Netherlands,0,"SQL, PyTorch, R, Mathematics",Bachelor,5,Gaming,9.4,Autonomous Tech
AI Architect,129173,MI,PT,United States,L,United States,50,"Scala, MLOps, Spark, NLP",PhD,2,Technology,6.0,Predictive Systems
AI Product Manager,143237,EX,FT,Australia,S,Australia,100,"Docker, Python, Kubernetes",PhD,12,Real Estate,6.6,Predictive Systems
Data Scientist,108220,EN,CT,Denmark,L,Ukraine,50,"Tableau, Computer Vision, AWS, Git",PhD,1,Finance,8.5,Smart Analytics
Principal Data Scientist,88819,MI,FL,Canada,M,Canada,100,"Kubernetes, PyTorch, Git",PhD,3,Gaming,8.5,Smart Analytics
ML Ops Engineer,115521,MI,PT,Austria,L,Austria,0,"Azure, Git, Scala, Java",PhD,4,Telecommunications,9.5,Cognitive Computing
Robotics Engineer,78533,EN,CT,Singapore,M,Singapore,100,"Deep Learning, Spark, Git",Bachelor,0,Government,5.7,Future Systems
AI Software Engineer,191481,EX,FL,Germany,S,Germany,0,"Docker, Python, Data Visualization",Master,10,Healthcare,5.6,Predictive Systems
AI Product Manager,125339,MI,CT,Switzerland,M,Switzerland,0,"Python, Mathematics, Docker",PhD,2,Retail,9.6,DataVision Ltd
AI Architect,57022,SE,CT,China,M,China,0,"MLOps, Python, Docker",Master,9,Education,9.5,Cognitive Computing
Data Scientist,153260,SE,CT,Australia,L,Australia,0,"MLOps, Java, NLP",Master,9,Education,9.7,DataVision Ltd
Data Engineer,128822,SE,PT,Australia,S,Australia,50,"Data Visualization, Python, Git",Master,5,Manufacturing,9.9,Algorithmic Solutions
AI Research Scientist,59506,EN,CT,France,S,France,50,"Computer Vision, NLP, Git, Kubernetes",Bachelor,0,Healthcare,5.9,Machine Intelligence Group
Machine Learning Engineer,133237,SE,CT,Australia,S,Australia,50,"Python, Hadoop, Linux, Scala, Computer Vision",Associate,5,Retail,8.4,Machine Intelligence Group
Research Scientist,34933,MI,CT,China,M,China,0,"Deep Learning, Data Visualization, Python, Linux, Java",PhD,2,Media,9.8,AI Innovations
Head of AI,182487,EX,CT,Austria,M,Italy,100,"Python, PyTorch, Linux, Java, GCP",Associate,13,Consulting,6.2,AI Innovations
AI Research Scientist,58278,EN,CT,United Kingdom,S,Norway,100,"TensorFlow, Kubernetes, Linux, Tableau",Associate,1,Retail,8.6,Digital Transformation LLC
Head of AI,177370,EX,CT,Israel,S,Israel,100,"Git, AWS, Python, TensorFlow",Master,17,Telecommunications,9.3,Quantum Computing Inc
Autonomous Systems Engineer,110532,MI,FL,Denmark,M,Denmark,50,"Computer Vision, Mathematics, NLP",PhD,3,Manufacturing,8.5,Future Systems
Principal Data Scientist,222699,SE,PT,Switzerland,L,Switzerland,50,"Python, Linux, SQL",Bachelor,9,Retail,6.4,DeepTech Ventures
Head of AI,68031,EN,FL,Japan,M,Japan,0,"AWS, Linux, Python, TensorFlow, Java",Bachelor,1,Consulting,10.0,Machine Intelligence Group
Head of AI,55579,EX,CT,India,L,India,100,"Spark, Git, R, Computer Vision",PhD,15,Finance,8.1,Autonomous Tech
Machine Learning Researcher,72700,MI,PT,South Korea,S,South Korea,100,"Python, Hadoop, Linux, Scala, Java",PhD,4,Consulting,5.6,Advanced Robotics
Research Scientist,96310,MI,FL,South Korea,L,South Korea,100,"Python, NLP, TensorFlow",Master,3,Real Estate,7.3,Advanced Robotics
AI Product Manager,119818,MI,PT,United States,M,China,50,"NLP, Data Visualization, Java",Master,3,Energy,6.1,Quantum Computing Inc
Machine Learning Researcher,155700,SE,PT,United States,S,United States,0,"Python, Statistics, Docker",Bachelor,7,Healthcare,9.8,DeepTech Ventures
Head of AI,175373,EX,FL,Germany,L,Germany,50,"Statistics, PyTorch, Deep Learning",Master,17,Transportation,10.0,Neural Networks Co
NLP Engineer,104077,MI,PT,Netherlands,M,Netherlands,0,"Python, TensorFlow, Docker, Azure",Associate,3,Transportation,6.8,Smart Analytics
Machine Learning Engineer,133957,MI,CT,Norway,M,Norway,100,"Tableau, Kubernetes, Python, Deep Learning, Azure",Bachelor,3,Transportation,8.3,AI Innovations
Deep Learning Engineer,192002,EX,FT,France,S,Japan,50,"MLOps, Java, Linux, Hadoop, PyTorch",PhD,15,Education,8.8,DataVision Ltd
Principal Data Scientist,243402,EX,FT,Finland,L,Finland,0,"AWS, NLP, Docker, Linux",Bachelor,11,Consulting,8.1,Digital Transformation LLC
AI Consultant,91682,MI,FT,Netherlands,M,Netherlands,50,"NLP, Linux, Azure, Deep Learning",Associate,4,Gaming,5.1,Smart Analytics
NLP Engineer,236797,EX,CT,Japan,S,Turkey,50,"Scala, Java, Python, Kubernetes",Master,17,Automotive,8.6,Autonomous Tech
Data Engineer,103950,SE,PT,France,M,France,100,"Spark, Hadoop, NLP",Master,8,Consulting,7.7,Future Systems
Data Engineer,214036,EX,PT,Japan,M,Netherlands,0,"Deep Learning, SQL, Spark",Associate,15,Healthcare,5.8,Neural Networks Co
Computer Vision Engineer,97894,EX,PT,India,L,India,0,"Scala, Java, Linux, R, SQL",PhD,13,Gaming,9.3,Digital Transformation LLC
AI Research Scientist,58400,EX,FL,India,M,Australia,0,"R, Mathematics, Computer Vision",Master,15,Real Estate,6.4,Machine Intelligence Group
Data Engineer,111944,SE,FL,Finland,L,Finland,100,"Hadoop, Spark, Java, Linux, MLOps",Associate,9,Consulting,9.6,DataVision Ltd
AI Software Engineer,43785,EN,PT,Israel,S,Israel,100,"Statistics, SQL, Spark, Tableau",Bachelor,0,Telecommunications,8.6,Neural Networks Co
AI Software Engineer,150038,SE,CT,Australia,M,Australia,100,"SQL, TensorFlow, Mathematics, Python",Master,8,Automotive,5.8,Autonomous Tech
AI Consultant,131413,SE,FL,Finland,L,Finland,0,"Java, GCP, Kubernetes",Master,6,Media,5.7,Algorithmic Solutions
Robotics Engineer,104354,MI,CT,Austria,L,Switzerland,100,"Java, Linux, TensorFlow, Hadoop",Associate,4,Transportation,9.0,TechCorp Inc
Data Analyst,143818,SE,PT,Singapore,L,Singapore,100,"Data Visualization, Linux, TensorFlow, Statistics",Bachelor,8,Manufacturing,8.0,DeepTech Ventures
AI Consultant,106652,MI,PT,Austria,L,Austria,100,"Python, Hadoop, Linux, TensorFlow",PhD,4,Transportation,9.5,Cognitive Computing
Principal Data Scientist,200620,EX,PT,Switzerland,M,Australia,50,"Computer Vision, AWS, Python, TensorFlow",PhD,17,Energy,5.4,Machine Intelligence Group
Research Scientist,102740,SE,CT,Netherlands,S,Netherlands,100,"PyTorch, SQL, Linux, Statistics",Bachelor,8,Automotive,8.3,DataVision Ltd
Principal Data Scientist,66759,EX,FL,China,S,China,100,"TensorFlow, Git, Azure, Spark",PhD,12,Finance,9.9,Advanced Robotics
Data Engineer,179222,SE,PT,Norway,L,Argentina,100,"Spark, Statistics, PyTorch, SQL, TensorFlow",PhD,8,Retail,7.4,Algorithmic Solutions
Head of AI,168351,SE,FL,Sweden,L,Sweden,100,"Docker, Spark, Data Visualization, GCP",Bachelor,7,Energy,9.3,TechCorp Inc
AI Architect,209622,EX,PT,Canada,M,Ireland,0,"Tableau, PyTorch, Kubernetes",Master,17,Manufacturing,6.2,Neural Networks Co
Robotics Engineer,235792,EX,CT,United States,L,Philippines,0,"MLOps, Java, Docker",Bachelor,14,Finance,6.0,Advanced Robotics
ML Ops Engineer,69868,EN,CT,Canada,M,Turkey,100,"TensorFlow, SQL, Azure, AWS",Master,0,Manufacturing,7.8,TechCorp Inc
AI Research Scientist,161251,EX,CT,United States,S,United States,0,"Tableau, Statistics, TensorFlow, Data Visualization, AWS",Associate,13,Transportation,10.0,Cognitive Computing
NLP Engineer,54802,EN,FT,Singapore,M,Singapore,0,"Scala, Python, Docker, Computer Vision",Bachelor,0,Healthcare,6.3,Smart Analytics
NLP Engineer,71862,EN,FT,Sweden,M,Austria,50,"SQL, PyTorch, MLOps, NLP, GCP",PhD,1,Automotive,9.3,Autonomous Tech
Data Scientist,122346,SE,PT,Denmark,S,Chile,0,"Java, Kubernetes, GCP, SQL",Master,6,Gaming,9.7,Future Systems
Data Scientist,54970,EX,PT,India,M,Belgium,50,"SQL, TensorFlow, Linux, Tableau, Java",PhD,13,Transportation,7.6,Autonomous Tech
Head of AI,282152,EX,CT,Switzerland,S,United Kingdom,50,"Spark, Kubernetes, SQL",PhD,15,Energy,7.0,DeepTech Ventures
Principal Data Scientist,109357,MI,PT,Netherlands,L,Norway,0,"NLP, Git, Java, MLOps",Associate,4,Government,6.7,Quantum Computing Inc
Autonomous Systems Engineer,107548,MI,CT,Germany,M,Germany,0,"Linux, Python, TensorFlow",Master,2,Consulting,9.7,AI Innovations
AI Specialist,105999,EN,PT,Switzerland,L,Ghana,50,"R, GCP, Hadoop, Kubernetes",Master,0,Consulting,8.0,DeepTech Ventures
AI Architect,120313,SE,PT,Ireland,M,Ireland,50,"Python, Docker, Data Visualization",PhD,6,Consulting,8.8,TechCorp Inc
Research Scientist,189271,EX,CT,Netherlands,M,Netherlands,0,"TensorFlow, GCP, Mathematics, Docker",Bachelor,10,Transportation,5.3,Advanced Robotics
NLP Engineer,65703,EN,FL,Australia,S,Australia,50,"Hadoop, TensorFlow, Python, NLP",Associate,1,Finance,8.9,Machine Intelligence Group
Computer Vision Engineer,42049,EN,FT,South Korea,M,South Korea,50,"TensorFlow, Statistics, SQL, Git",Associate,1,Government,9.8,Cognitive Computing
AI Specialist,265506,EX,FT,Canada,L,Canada,100,"AWS, Data Visualization, GCP, Linux",Bachelor,16,Retail,7.6,Machine Intelligence Group
AI Research Scientist,38734,SE,CT,India,S,India,50,"Azure, MLOps, Statistics, Docker",PhD,9,Retail,9.4,AI Innovations
Research Scientist,52913,MI,PT,China,L,Ghana,0,"Data Visualization, Spark, Kubernetes, Java, Statistics",Associate,2,Education,7.7,DataVision Ltd
AI Software Engineer,245168,EX,FT,Japan,L,Norway,100,"SQL, AWS, Linux, Spark",PhD,11,Telecommunications,7.0,Machine Intelligence Group
Data Scientist,102489,EX,CT,China,M,China,50,"Tableau, Git, Kubernetes, MLOps, Computer Vision",PhD,19,Retail,5.7,Smart Analytics
Data Engineer,159132,EX,CT,Finland,M,Finland,50,"R, MLOps, SQL",PhD,18,Manufacturing,9.0,DataVision Ltd
AI Architect,119157,SE,CT,Finland,L,Finland,100,"Kubernetes, PyTorch, GCP, Azure",Bachelor,7,Government,5.4,Advanced Robotics
AI Consultant,84880,MI,FL,Norway,S,Norway,50,"SQL, GCP, NLP",Master,3,Finance,8.2,Neural Networks Co
Machine Learning Engineer,98221,SE,PT,South Korea,L,South Korea,0,"Python, Deep Learning, AWS, Statistics",Bachelor,6,Finance,6.7,Algorithmic Solutions
NLP Engineer,208144,EX,FL,France,S,France,100,"Hadoop, MLOps, Spark, Git",Master,16,Technology,9.3,Machine Intelligence Group
Research Scientist,128518,SE,PT,United Kingdom,M,United Kingdom,100,"Hadoop, Data Visualization, Kubernetes, MLOps, AWS",Bachelor,7,Manufacturing,7.7,Neural Networks Co
NLP Engineer,189432,EX,PT,Israel,S,Nigeria,50,"GCP, R, SQL, TensorFlow, Java",Master,17,Manufacturing,6.3,AI Innovations
Deep Learning Engineer,139674,SE,FL,Sweden,M,Egypt,100,"TensorFlow, PyTorch, Tableau, Statistics, Mathematics",PhD,8,Transportation,5.3,Digital Transformation LLC
Computer Vision Engineer,132917,SE,FT,Ireland,S,Ireland,50,"SQL, Git, Python",Associate,7,Real Estate,5.5,AI Innovations
Principal Data Scientist,101330,MI,CT,Netherlands,M,Netherlands,100,"Kubernetes, AWS, Spark, Computer Vision",Bachelor,2,Retail,8.4,Algorithmic Solutions
AI Product Manager,117629,MI,CT,Norway,M,Norway,0,"Python, Deep Learning, Computer Vision, R",Associate,4,Transportation,8.7,Future Systems
Principal Data Scientist,89175,MI,FT,Germany,L,Singapore,0,"Computer Vision, AWS, GCP, Deep Learning, Spark",PhD,2,Manufacturing,8.9,Digital Transformation LLC
ML Ops Engineer,31006,MI,CT,India,S,India,50,"Deep Learning, Python, AWS, Tableau, Spark",Bachelor,4,Manufacturing,7.9,Advanced Robotics
Machine Learning Researcher,109705,MI,FT,Germany,M,Russia,0,"Python, Linux, NLP",PhD,4,Real Estate,7.4,AI Innovations
AI Software Engineer,101020,MI,CT,Ireland,L,Thailand,0,"R, Tableau, Azure",Associate,2,Healthcare,6.9,Predictive Systems
Machine Learning Researcher,94530,MI,FT,United States,S,United States,100,"Git, Docker, Data Visualization",Bachelor,2,Manufacturing,6.1,AI Innovations
Data Scientist,50166,EN,CT,South Korea,S,South Korea,100,"Deep Learning, R, MLOps, Tableau, Scala",Associate,0,Automotive,6.3,Cognitive Computing
Principal Data Scientist,79579,MI,FT,Sweden,M,Sweden,0,"Linux, Python, GCP",PhD,4,Media,6.1,DeepTech Ventures
Autonomous Systems Engineer,137246,MI,PT,Norway,M,Norway,100,"TensorFlow, Kubernetes, AWS, Linux, Docker",Bachelor,4,Consulting,8.4,Machine Intelligence Group
Data Analyst,185659,EX,PT,Israel,L,Israel,50,"Data Visualization, Docker, Computer Vision, NLP",PhD,10,Education,7.2,DeepTech Ventures
Data Analyst,132082,EX,FL,South Korea,M,South Korea,50,"SQL, NLP, Azure, Scala, Python",Master,17,Media,9.2,Digital Transformation LLC
Machine Learning Engineer,99717,MI,PT,Japan,M,Japan,50,"GCP, Azure, Linux, Scala",Master,3,Media,7.3,Neural Networks Co
Deep Learning Engineer,103244,SE,CT,Australia,M,Australia,50,"Python, TensorFlow, Spark, GCP",Bachelor,5,Finance,6.1,Future Systems
Deep Learning Engineer,65918,EN,CT,Ireland,S,Ireland,50,"Docker, Python, Mathematics, Kubernetes, Git",Master,1,Retail,6.0,DataVision Ltd
Deep Learning Engineer,54479,EN,FL,Singapore,M,Singapore,50,"MLOps, Linux, Azure",Bachelor,0,Manufacturing,6.7,Future Systems
AI Consultant,64242,EN,FL,Japan,S,Japan,0,"Computer Vision, Kubernetes, SQL",Bachelor,1,Real Estate,6.0,DeepTech Ventures
Machine Learning Engineer,92771,MI,FL,Singapore,S,Singapore,50,"Docker, SQL, Azure, TensorFlow",Associate,2,Automotive,7.1,Autonomous Tech
Data Analyst,194676,EX,FT,United States,S,Russia,100,"GCP, SQL, Statistics, Java",PhD,13,Transportation,9.7,Machine Intelligence Group
Data Analyst,71757,MI,FL,Canada,S,Kenya,0,"Statistics, PyTorch, Computer Vision, R, Git",Master,2,Media,6.5,Future Systems
Deep Learning Engineer,135969,SE,FT,Switzerland,S,Belgium,100,"R, Kubernetes, Docker",PhD,8,Technology,5.3,Future Systems
Deep Learning Engineer,135567,SE,FT,Singapore,S,Singapore,100,"Python, Hadoop, SQL, Data Visualization, NLP",Associate,5,Transportation,5.1,AI Innovations
AI Consultant,85916,MI,FT,Singapore,S,Ireland,50,"Scala, Python, Data Visualization, NLP",Associate,2,Gaming,5.7,Predictive Systems
NLP Engineer,56474,EN,CT,Sweden,M,Sweden,50,"PyTorch, Kubernetes, Hadoop, Mathematics, SQL",Associate,0,Technology,6.0,Neural Networks Co
Computer Vision Engineer,40704,MI,FT,China,M,China,50,"NLP, PyTorch, Tableau, Git, Docker",PhD,2,Media,6.8,TechCorp Inc
AI Research Scientist,156517,SE,FL,United States,M,United States,50,"SQL, Linux, Data Visualization",PhD,8,Healthcare,6.4,Algorithmic Solutions
Computer Vision Engineer,72350,EN,PT,Netherlands,L,Netherlands,0,"Python, TensorFlow, PyTorch, Tableau",Bachelor,1,Energy,6.1,TechCorp Inc
Research Scientist,83571,EX,PT,China,L,China,50,"MLOps, PyTorch, Git, Scala, Linux",Master,18,Finance,8.0,Predictive Systems
Data Scientist,224937,EX,FL,Netherlands,M,China,0,"SQL, PyTorch, Mathematics",Master,13,Real Estate,7.6,Predictive Systems
Machine Learning Engineer,140001,SE,FT,Netherlands,M,Luxembourg,50,"Python, TensorFlow, GCP, Computer Vision, Java",Bachelor,8,Manufacturing,6.5,Autonomous Tech
Robotics Engineer,93597,MI,FL,Finland,L,Poland,100,"Python, Scala, Tableau, MLOps, Azure",Bachelor,2,Government,9.8,Quantum Computing Inc
Autonomous Systems Engineer,172621,SE,PT,Japan,L,Japan,100,"Python, SQL, R",Associate,6,Energy,9.7,Algorithmic Solutions
Head of AI,112504,SE,PT,France,M,Austria,50,"Deep Learning, Docker, Computer Vision, Azure, Kubernetes",Bachelor,9,Education,5.2,Digital Transformation LLC
AI Consultant,142221,SE,CT,Germany,M,Germany,50,"Git, Kubernetes, Python, TensorFlow, Hadoop",Associate,9,Gaming,9.3,Future Systems
ML Ops Engineer,172627,SE,CT,Switzerland,M,Switzerland,0,"NLP, Tableau, Mathematics",Associate,8,Telecommunications,6.0,DeepTech Ventures
Principal Data Scientist,118994,SE,PT,Germany,M,Germany,100,"Spark, GCP, TensorFlow",Associate,9,Technology,5.6,Neural Networks Co
AI Specialist,213182,EX,FL,Denmark,L,United Kingdom,0,"Hadoop, R, GCP, Deep Learning",Bachelor,15,Real Estate,9.3,Smart Analytics
Machine Learning Engineer,250363,EX,FT,Australia,L,Australia,50,"MLOps, SQL, TensorFlow, R",Master,18,Consulting,9.1,Quantum Computing Inc
Machine Learning Engineer,100220,MI,PT,United States,M,United States,100,"Kubernetes, Git, Scala, Statistics, GCP",Bachelor,2,Automotive,9.5,Advanced Robotics
AI Software Engineer,95245,EN,FL,United States,L,Ukraine,0,"Kubernetes, Hadoop, Deep Learning",Bachelor,0,Technology,6.3,TechCorp Inc
